time_ms,L7,L6,L5,L4,L3,L2,L1,R7,R6,R5,R4,R3,R2,R1,
32468,33285,34744,32707,34832,20309,22071,32687,32069,29413,16636,29353,28005,28020,28556,
32524,33287,34746,32629,34874,20310,22078,32729,32040,29359,16593,29341,27977,28006,28558,
32575,33287,34730,32672,34887,20317,22064,32702,32017,29365,16565,29348,27991,27990,28572,
32626,33309,34754,32651,34908,20302,22085,32709,32025,29393,16558,29355,27992,27990,28564,
32676,33251,34768,32643,34833,20324,22106,32708,32032,29428,16572,29369,28020,27982,28564,
32728,33279,34761,32650,34860,20309,22043,32729,32032,29421,16601,29355,27991,28006,28564,
32779,33301,34738,32650,34894,20317,22050,32701,32017,29387,16565,29340,28006,27998,28564,
32830,33236,34784,32636,34847,20324,22043,32708,32025,29470,16565,29341,27970,27982,28557,
32881,33294,34761,32650,34915,20317,22050,32708,32048,29422,16629,29362,27969,27990,28571,
32932,33287,34745,32636,34914,20295,22043,32701,32070,29429,16565,29404,27991,27975,28571,
32983,33258,34760,32665,34908,20317,22057,32694,32047,29372,16579,29404,27970,27982,28564,
33034,33316,34737,32643,34853,20302,22064,32694,32024,29379,16579,29361,27984,27967,28578,
33085,33265,34768,32643,34853,20295,22036,32722,32039,29436,16594,29354,27977,27967,28585,
33136,33302,34807,32701,34840,20317,22071,32722,32017,29436,16572,29340,27998,27968,28571,
33187,33302,34761,32657,34840,20310,22035,32708,32040,29407,16551,29348,27984,28013,28543,
33238,33287,34761,32672,34861,20309,22057,32694,32009,29387,16636,29369,27977,27990,28557,
33289,33302,34730,32716,34847,20287,22085,32701,32017,29365,16622,29347,27970,27990,28564,
33340,33287,34768,32679,34881,20302,22064,32694,32025,29386,16579,29361,27999,27952,28571,
33391,33265,34769,32657,34846,20310,22057,32694,32009,29400,16594,29361,27977,27975,28564,
33442,33272,34754,32643,34901,20302,22057,32708,32009,29414,16572,29362,27977,28006,28557,
33493,33280,34737,32729,34847,20302,22071,32715,32032,29421,16615,29354,27991,27967,28571,
33544,33251,34761,32665,34854,20317,22106,32701,32032,29351,16607,29361,27991,28013,28564,
33595,33244,34768,32621,34853,20317,22035,32715,32047,29386,16565,29362,27977,27990,28571,
33646,33244,34760,32665,34874,20317,22071,32701,32032,29379,16565,29376,28020,28006,28557,
33696,33294,34737,32664,34867,20324,22050,32701,32040,29393,16558,29347,27984,28029,28578,
33747,33301,34800,32650,34887,20332,22028,32708,32024,29393,16607,29376,27991,27982,28564,
33799,33265,34815,32664,34833,20310,22085,32708,32048,29394,16558,29361,27984,27998,28550,
33850,33303,34761,32643,34874,20302,22071,32708,32017,29393,16558,29355,28028,28036,28550,
33901,33295,34746,32636,34826,20295,22085,32701,32032,29359,16622,29340,27970,28029,28564,
33952,33288,34784,32673,34846,20317,22078,32708,32017,29394,16579,29355,27963,27990,28572,
34020,33288,34815,32679,34914,20302,22085,32701,32040,29422,16593,29376,28013,28051,28543,
34075,33309,34715,32629,34840,20310,22113,32701,32017,29414,16558,29368,27963,28029,28571,
34125,33251,34761,32636,34867,20302,22085,32702,32055,29393,16572,29355,27999,27983,28585,
34176,33279,34777,32643,34901,20302,22085,32708,32079,29421,16544,29361,27984,28029,28571,
34227,33302,34761,32715,34853,20324,22071,32715,32025,29372,16551,29361,27991,28021,28585,
34278,33287,34746,32687,34895,20317,22106,32701,32017,29421,16551,29347,27992,28013,28564,
34329,33279,34761,32657,34860,20310,22078,32708,32016,29408,16586,29355,27999,27975,28564,
34381,33309,34746,32686,34867,20325,22071,32708,32033,29407,16650,29368,27984,27983,28557,
34432,33293,34808,32665,34914,20310,22036,32701,32055,29379,16558,29355,28020,28006,28564,
34483,33259,34769,32708,34915,20302,22050,32694,32017,29372,16608,29404,27984,27998,28564,
34534,33309,34816,32643,34853,20310,22085,32701,32025,29456,16544,29383,27984,28005,28571,
34585,33302,34768,32722,34881,20295,22085,32715,32040,29393,16551,29376,27984,28044,28571,
34636,33250,34761,32679,34880,20287,22071,32701,32063,29436,16601,29341,27998,28013,28571,
34687,33287,34792,32693,34846,20310,22057,32701,32032,29379,16565,29340,27970,27997,28564,
34738,33266,34737,32665,34840,20302,22078,32701,32032,29380,16551,29362,28006,27975,28585,
34790,33287,34784,32672,34833,20302,22085,32694,32017,29365,16565,29355,27999,28021,28571,
34841,33359,34753,32686,34846,20302,22057,32715,32032,29365,16608,29368,27999,27990,28564,
34892,33244,34753,32650,34867,20302,22057,32708,32017,29393,16593,29361,27984,27998,28557,
34943,33265,34769,32687,34908,20302,22057,32715,32025,29394,16615,29369,27970,27975,28571,
34995,33273,34784,32686,34880,20317,22043,32708,32032,29379,16593,29362,27984,27967,28571,
35046,33287,34768,32636,34867,20287,22043,32695,32040,29386,16558,29340,28013,28005,28564,
35097,33302,34784,32643,34874,20295,22057,32701,32025,29407,16608,29354,27984,27990,28571,
35148,33265,34761,32694,34840,20310,22078,32708,32032,29393,16593,29340,27984,27975,28585,
35199,33258,34800,32715,34860,20302,22078,32722,32018,29393,16586,29354,28020,27967,28557,
35250,33280,34807,32650,34888,20302,22050,32708,32086,29351,16544,29340,27991,28013,28585,
35301,33280,34761,32643,34887,20309,22050,32708,32024,29399,16558,29376,27970,28029,28564,
35352,33301,34799,32636,34908,20324,22078,32708,32017,29379,16565,29354,28006,27982,28571,
35402,33294,34769,32635,34894,20339,22064,32701,32017,29485,16601,29362,27977,28044,28557,
35454,33273,34723,32658,34880,20302,22064,32708,32048,29406,16586,29411,27984,28067,28550,
35504,33337,34753,32686,34887,20317,22028,32708,32048,29372,16572,29348,27991,27990,28557,
35555,33265,34730,32694,34867,20309,22064,32715,32041,29421,16572,29418,27977,28036,28564,
35606,33257,34777,32672,34900,20302,22114,32708,32040,29385,16558,29368,27991,27998,28557,
35657,33280,34769,32650,34887,20302,22057,32688,32039,29386,16593,29361,27977,27990,28571,
35708,33279,34777,32679,34840,20310,22043,32701,32032,29393,16600,29340,28020,27990,28564,
35759,33258,34800,32643,34846,20295,22057,32715,32078,29414,16586,29362,27977,27959,28578,
35810,33309,34730,32643,34853,20332,22035,32715,32033,29366,16537,29361,27970,27990,28571,
35861,33251,34769,32629,34853,20309,22057,32722,32032,29400,16586,29355,27984,27983,28557,
35912,33301,34808,32694,34874,20310,22057,32702,32040,29372,16579,29348,27998,27967,28564,
35963,33315,34777,32650,34839,20302,22071,32708,32047,29373,16558,29347,27991,27998,28571,
36014,33287,34769,32644,34860,20302,22078,32701,32009,29400,16593,29376,27963,28021,28557,
36065,33332,34761,32658,34853,20302,22050,32708,32016,29407,16544,29355,27955,27975,28578,
36116,33265,34753,32657,34928,20302,22071,32694,32032,29358,16551,29348,27977,27998,28571,
36167,33295,34800,32650,34812,20317,22085,32694,32025,29380,16565,29333,27991,27974,28571,
36218,33258,34777,32651,34887,20310,22092,32715,32025,29471,16600,29355,27991,28005,28564,
36269,33258,34784,32650,34880,20309,22050,32708,32017,29449,16636,29347,27991,27998,28564,
36320,33279,34761,32629,34840,20324,22057,32701,32017,29400,16622,29354,27999,27975,28557,
36370,33258,34769,32643,34840,20302,22085,32701,32017,29393,16544,29376,27977,27998,28579,
36421,33265,34792,32629,34867,20317,22036,32715,32055,29387,16593,29355,27991,27982,28571,
36472,33295,34784,32657,34860,20325,22057,32702,32070,29400,16579,29347,27991,27990,28557,
36523,33293,34800,32700,34833,20295,22057,32701,32032,29372,16558,29354,28013,28013,28550,
36574,33329,34722,32651,34867,20302,22043,32701,32062,29449,16600,29362,28005,27998,28571,
36625,33265,34730,32650,34866,20317,22057,32715,32048,29400,16586,29355,27999,27967,28585,
36676,33287,34785,32679,34867,20324,22028,32701,32025,29428,16579,29404,27977,27990,28585,
36727,33272,34785,32629,34860,20302,22050,32708,32071,29414,16601,29368,27977,27990,28564,
36778,33279,34776,32636,34880,20302,22043,32708,32062,29379,16586,29362,27999,27998,28564,
36829,33294,34753,32636,34894,20325,22057,32701,32040,29386,16551,29333,28013,28036,28571,
36880,33251,34784,32665,34847,20309,22064,32695,32017,29414,16579,29347,27970,27998,28571,
36931,33317,34746,32650,34840,20302,22057,32701,32017,29358,16558,29354,27998,27975,28578,
36983,33258,34730,32693,34833,20332,22050,32708,32025,29366,16558,29354,27977,27982,28578,
37033,33265,34776,32679,34840,20332,22049,32708,32079,29372,16572,29347,27977,27982,28557,
37084,33265,34738,32643,34881,20295,22064,32701,32078,29428,16558,29361,28005,27982,28564,
37135,33280,34753,32679,34921,20302,22050,32702,32032,29421,16551,29333,27970,28005,28578,
37186,33294,34730,32679,34847,20302,22078,32708,32024,29393,16593,29347,28006,28013,28557,
37237,33273,34761,32657,34839,20302,22050,32701,32032,29421,16600,29362,27970,27982,28571,
37288,33295,34769,32636,34867,20310,22078,32694,32039,29443,16593,29376,27984,27990,28564,
37339,33265,34784,32686,34908,20310,22078,32715,32094,29400,16544,29375,27991,27982,28571,
37390,33272,34761,32723,34860,20302,22071,32715,32016,29414,16558,29354,28006,28005,28571,
37441,33287,34769,32700,34853,20310,22050,32715,32032,29358,16593,29355,28006,28059,28557,
37491,33293,34784,32700,34914,20324,22035,32715,32040,29421,16600,29355,27998,27990,28578,
37542,33272,34777,32651,34867,20317,22092,32708,32017,29386,16572,29425,27970,27990,28571,
37594,33310,34784,32643,34914,20310,22050,32701,32032,29393,16565,29355,27991,27967,28571,
37645,33323,34730,32665,34874,20302,22078,32709,32024,29372,16558,29397,28013,27982,28550,
37696,33265,34800,32665,34880,20324,22035,32694,32070,29471,16565,29383,27977,27990,28564,
37747,33294,34761,32650,34874,20317,22043,32708,32025,29443,16593,29376,27977,27975,28571,
37799,33280,34793,32665,34867,20309,22057,32715,32040,29407,16565,29347,27991,27982,28571,
37849,33294,34769,32700,34853,20317,22043,32708,32032,29464,16572,29376,27992,27983,28585,
37900,33338,34807,32651,34887,20332,22050,32715,32024,29428,16608,29354,28006,27998,28578,
37950,33345,34707,32643,34901,20325,22050,32702,32055,29407,16565,29333,28013,28051,28564,
38001,33237,34777,32687,34860,20332,22071,32715,32033,29372,16565,29376,27969,27975,28564,
38052,33323,34784,32636,34833,20317,22064,32702,32071,29416,16636,29354,28005,27967,28578,
38103,33293,34730,32635,34867,20310,22050,32708,32047,29407,16629,29376,27984,27990,28571,
38155,33237,34800,32686,34867,20302,22064,32708,32017,29414,16607,29354,27984,27975,28571,
38206,33258,34730,32643,34840,20324,22049,32708,32048,29351,16551,29348,27998,28014,28564,
38257,33288,34753,32679,34860,20302,22092,32701,32078,29373,16544,29341,27991,28005,28564,
38308,33287,34746,32672,34908,20302,22057,32701,32017,29435,16572,29355,27977,28044,28571,
38359,33309,34784,32636,34894,20317,22078,32708,32078,29372,16664,29347,28006,28052,28557,
38410,33373,34784,32679,34853,20310,22057,32708,32032,29421,16558,29368,28020,27990,28564,
38461,33286,34730,32679,34846,20287,22071,32708,32017,29407,16565,29354,27999,27998,28585,
38511,33366,34738,32665,34860,20310,22085,32708,32079,29435,16579,29334,27977,27967,28564,
38562,33265,34769,32730,34847,20324,22092,32708,32025,29393,16565,29369,27984,28052,28578,
38612,33294,34745,32687,34840,20310,22071,32701,32048,29415,16607,29361,27984,28013,28557,
38663,33287,34753,32643,34846,20302,22085,32701,31994,29359,16537,29355,27991,28005,28558,
38714,33294,34769,32672,34826,20302,22071,32694,32010,29414,16537,29355,27992,27982,28571,
38765,33317,34746,32701,34880,20310,22064,32702,32071,29366,16565,29361,28035,28036,28564,
38816,33345,34761,32693,34921,20317,22036,32708,32017,29421,16579,29362,27977,27983,28565,
38867,33293,34792,32686,34887,20310,22050,32688,32032,29407,16565,29376,27984,27990,28557,
38917,33301,34753,32636,34860,20317,22021,32708,32032,29386,16537,29340,27984,28044,28557,
38968,33243,34745,32716,34895,20287,22057,32708,32049,29386,16586,29362,28006,27990,28557,
39019,33279,34777,32643,34860,20302,22071,32715,32017,29386,16593,29340,27998,28051,28557,
39070,33359,34753,32651,34853,20295,22057,32701,32002,29386,16572,29333,27984,28090,28564,
39120,33280,34753,32643,34860,20310,22050,32715,32032,29365,16565,29340,28013,27990,28571,
39171,33324,34738,32651,34935,20287,22078,32722,32078,29449,16586,29340,27977,27998,28557,
39222,33310,34715,32694,34867,20287,22099,32709,32009,29372,16586,29355,27992,28013,28550,
39273,33258,34754,32701,34908,20317,22050,32715,32016,29450,16551,29333,28006,27983,28564,
39323,33331,34745,32650,34840,20324,22064,32708,32032,29393,16579,29327,28006,27975,28543,
39375,33311,34769,32637,34861,20302,22036,32701,32025,29351,16530,29334,28006,27990,28551,
39425,33258,34738,32637,34820,20302,22114,32708,32002,29380,16523,29326,27999,27990,28550,
39476,33266,34784,32614,34874,20295,22043,32708,32002,29442,16544,29333,27992,28036,28537,
39527,33288,34753,32657,34799,20310,22071,32708,32002,29407,16558,29312,27991,27983,28557,
39579,33330,34777,32671,34772,20287,22106,32701,32017,29380,16417,29340,28020,28006,28557,
39630,33302,34777,32629,34745,20287,22085,32702,32055,29358,16353,29312,28020,28052,28550,
39682,33280,34823,32702,34785,20287,22099,32708,32071,29415,16438,29319,28013,28021,28564,
39734,33265,34792,32924,34772,20317,22050,32729,32117,29435,16671,29298,28020,28029,28564,
39785,33244,34831,32873,34670,20317,22064,32715,32171,29414,16756,29355,28042,28006,28557,
39835,33266,34784,32946,34704,20310,22078,32715,32140,29386,16806,29368,28006,28013,28550,
39887,33266,34839,32917,34759,20325,22092,32701,32170,29372,16876,29418,28006,28075,28564,
39938,33359,34808,33011,34718,20354,22078,32701,32139,29407,16919,29496,28020,27990,28564,
39989,33259,34877,33040,34772,20362,22085,32708,32148,29450,16940,29517,27970,27998,28550,
