time_ms,L7,L6,L5,L4,L3,L2,L1,R7,R6,R5,R4,R3,R2,R1,
114115,32698,34130,32192,34232,20093,21816,32315,32728,30680,18678,31044,28371,28954,28535,
114166,32757,34122,32164,34233,20101,21816,32309,32736,30778,18651,31047,28359,29010,28684,
114217,32706,34176,32170,34205,20101,21837,32309,32767,30659,18622,31068,28388,28964,28698,
114267,32727,34137,32149,34219,20094,21831,32309,32720,30714,18608,31054,28403,28987,28684,
114318,32734,34191,32228,34307,20116,21816,32309,32712,30680,18643,31046,28409,29011,28684,
114368,32763,34176,32199,34225,20093,21824,32316,32735,30687,18622,31075,28394,28972,28677,
114419,32756,34161,32227,34212,20116,21859,32315,32681,30729,18679,31061,28445,28988,28691,
114470,32741,34138,32228,34266,20101,21823,32315,32705,30679,18651,31089,28366,29002,28705,
114521,32771,34122,32184,34294,20093,21873,32302,32773,30680,18601,31054,28352,29048,28684,
114572,32749,34130,32170,34259,20086,21844,32288,32712,30763,18658,31054,28380,29018,28677,
114622,32763,34176,32169,34280,20108,21831,32309,32758,30701,18665,31082,28381,29010,28691,
114673,32807,34161,32214,34225,20101,21809,32316,32728,30680,18651,31061,28388,29011,28691,
114724,32734,34176,32227,34219,20079,21873,32315,32713,30694,18615,31067,28380,28995,28669,
114775,32800,34138,32199,34219,20101,21823,32322,32766,30714,18636,31110,28387,29025,28683,
114826,32734,34121,32170,34219,20093,21866,32309,32735,30715,18707,31061,28359,28987,28684,
114876,32713,34168,32170,34286,20123,21859,32309,32713,30722,18686,31111,28395,29026,28705,
114928,32741,34145,32198,34280,20093,21852,32315,32728,30728,18658,31040,28402,29026,28691,
114979,32756,34130,32198,34253,20108,21844,32302,32735,30722,18629,31075,28374,29056,28684,
115030,32771,34153,32213,34239,20123,21873,32309,32742,30687,18601,31089,28395,28987,28691,
115082,32727,34122,32177,34225,20108,21788,32322,32705,30694,18615,31053,28373,29025,28684,
115132,32763,34160,32163,34266,20123,21802,32295,32689,30667,18657,31054,28417,28995,28691,
115183,32742,34176,32206,34280,20108,21830,32322,32728,30694,18637,31046,28431,29049,28691,
115234,32757,34215,32177,34219,20108,21831,32302,32758,30694,18636,31047,28380,28980,28677,
115285,32742,34153,32199,34219,20116,21845,32309,32728,30722,18679,31033,28409,29026,28705,
115336,32749,34137,32234,34287,20108,21837,32302,32704,30708,18672,31047,28417,28980,28677,
115387,32720,34153,32170,34273,20079,21809,32309,32704,30680,18644,31047,28395,29003,28705,
115437,32764,34137,32242,34273,20101,21830,32316,32720,30750,18615,31047,28410,29026,28691,
115488,32763,34153,32242,34212,20093,21809,32295,32713,30694,18657,31032,28423,28995,28691,
115539,32720,34137,32184,34246,20131,21859,32309,32765,30694,18651,31061,28380,28987,28684,
115590,32727,34130,32206,34246,20101,21852,32315,32705,30703,18644,31054,28366,29010,28691,
115641,32734,34161,32256,34239,20101,21823,32315,32712,30742,18601,31047,28431,29003,28691,
115692,32720,34137,32227,34279,20108,21816,32316,32751,30707,18615,31047,28366,28980,28691,
115743,32741,34122,32163,34225,20123,21802,32315,32735,30715,18629,31082,28381,29049,28670,
115794,32762,34153,32170,34273,20116,21880,32322,32750,30680,18622,31082,28366,28995,28691,
115846,32807,34222,32192,34239,20101,21844,32322,32712,30680,18608,31068,28380,28995,28691,
115896,32720,34122,32170,34280,20101,21845,32316,32735,30701,18636,31110,28373,29033,28677,
115947,32705,34153,32234,34307,20093,21859,32309,32758,30728,18636,31117,28395,29018,28684,
115998,32741,34130,32170,34246,20101,21873,32301,32765,30700,18615,31075,28359,28995,28705,
116048,32720,34176,32206,34293,20101,21823,32295,32727,30722,18608,31068,28409,28972,28684,
116099,32763,34137,32199,34252,20093,21823,32308,32712,30708,18636,31047,28445,29079,28677,
116150,32720,34215,32199,34252,20108,21838,32301,32727,30701,18636,31033,28373,28987,28684,
116201,32799,34138,32213,34225,20086,21859,32302,32689,30688,18622,31039,28380,28979,28691,
116252,32757,34137,32185,34286,20116,21831,32309,32734,30793,18615,31025,28388,29011,28698,
116303,32742,34145,32235,34273,20131,21838,32302,32736,30687,18636,31047,28402,28988,28691,
116354,32713,34152,32206,34218,20108,21802,32322,32704,30708,18658,31103,28373,29049,28705,
116405,32734,34160,32206,34246,20116,21809,32302,32712,30694,18643,31060,28366,28987,28684,
116456,32706,34199,32162,34246,20093,21837,32308,32720,30771,18665,31053,28373,29041,28677,
116507,32756,34199,32163,34225,20116,21859,32315,32728,30666,18650,31047,28380,29002,28690,
116558,32836,34107,32199,34239,20108,21831,32315,32696,30777,18622,31054,28402,29002,28698,
116609,32735,34184,32184,34266,20101,21852,32322,32713,30736,18629,31082,28366,29072,28677,
116659,32727,34138,32206,34260,20101,21830,32302,32696,30673,18665,31075,28395,29041,28677,
116711,32734,34114,32169,34266,20108,21816,32329,32696,30666,18608,31054,28366,29095,28677,
116762,32721,34160,32141,34266,20116,21795,32309,32704,30694,18637,31082,28366,29225,28663,
116813,32756,34153,32206,34232,20093,21852,32302,32719,30680,18608,31096,28330,29286,28677,
116864,32806,34137,32156,34266,20116,21838,32302,32705,30679,18601,31096,28309,29531,28684,
116914,32792,34129,32213,34232,20116,21831,32295,32681,30715,18622,31089,28273,29874,28698,
116966,32763,34168,32206,34280,20116,21887,32308,32705,30665,18580,31096,28273,31076,28663,
117017,32734,34137,32178,34246,20101,21831,32309,32681,30715,18622,31110,28280,31855,28649,
117067,32698,34145,32192,34232,20101,21830,32309,32712,30679,18587,31103,28330,32597,28621,
