time_ms,L7,L6,L5,L4,L3,L2,L1,R7,R6,R5,R4,R3,R2,R1,
95351,32817,34131,32207,34274,20124,21909,32345,32755,30755,18956,31121,28441,29213,29045,
95403,32841,34140,32180,34302,20116,21860,32346,32711,30702,18851,31130,28485,29246,29116,
95454,32813,34148,32187,34288,20146,21825,32367,32733,30702,18872,31186,28464,29222,29095,
95504,32856,34147,32259,34268,20139,21839,32346,32757,30694,18865,31143,28493,29222,29095,
95555,32733,34225,32202,34247,20116,21832,32353,32711,30715,18907,31151,28442,29222,29102,
95606,32877,34171,32259,34288,20124,21817,32353,32718,30729,18928,31165,28457,29253,29102,
95657,32891,34179,32237,34234,20124,21860,32353,32702,30757,18858,31207,28449,29284,29088,
95708,32761,34194,32215,34261,20101,21860,32353,32718,30701,18879,31136,28457,29345,29095,
95758,32775,34187,32245,34254,20124,21839,32353,32710,30688,18914,31137,28485,29230,29116,
95809,32761,34156,32209,34268,20131,21888,32360,32749,30771,18900,31129,28456,29230,29102,
95860,32833,34171,32194,34295,20124,21846,32353,32726,30742,18921,31151,28456,29284,29102,
95911,32768,34155,32224,34281,20139,21817,32346,32725,30722,18879,31158,28456,29230,29109,
95962,32783,34163,32244,34308,20124,21846,32360,32734,30708,18843,31165,28435,29260,29095,
96013,32783,34163,32274,34288,20109,21825,32360,32763,30701,18943,31150,28442,29230,29109,
96064,32870,34171,32259,34301,20116,21916,32353,32756,30708,18921,31136,28435,29245,29088,
96114,32811,34179,32251,34329,20131,21846,32353,32718,30820,18872,31143,28442,29269,29102,
96165,32747,34187,32209,34302,20124,21853,32346,32765,30729,18907,31164,28478,29238,29102,
96216,32783,34209,32230,34247,20116,21839,32353,32717,30687,18914,31172,28485,29245,29116,
96267,32782,34256,32172,34282,20116,21860,32346,32740,30807,18843,31136,28435,29284,29116,
96317,32768,34194,32245,34241,20146,21846,32353,32741,30742,18900,31179,28471,29222,29109,
96369,32797,34178,32237,34247,20131,21839,32353,32688,30709,18872,31144,28478,29223,29088,
96420,32777,34155,32209,34301,20116,21832,32367,32726,30694,18872,31143,28449,29261,29095,
96471,32761,34163,32260,34275,20124,21846,32360,32725,30721,18921,31137,28442,29260,29116,
96522,32747,34178,32186,34261,20146,21874,32346,32703,30722,18858,31136,28485,29237,29095,
96573,32791,34155,32194,34329,20116,21839,32346,32764,30715,18865,31157,28492,29268,29102,
96624,32783,34187,32194,34234,20139,21874,32360,32695,30715,18886,31143,28435,29276,29095,
96677,32855,34194,32223,34282,20139,21839,32353,32718,30729,18914,31137,28521,29253,29109,
96731,32877,34178,32215,34261,20124,21881,32360,32756,30771,18900,31151,28442,29246,29102,
96787,32783,34155,32251,34247,20116,21839,32353,32765,30687,18879,31136,28457,29298,29095,
96838,32798,34225,32280,34254,20139,21881,32339,32703,30694,18850,31157,28464,29229,29109,
96889,32842,34209,32238,34281,20116,21860,32346,32733,30694,18921,31179,28449,29215,29109,
96940,32798,34186,32188,34267,20116,21881,32346,32726,30701,18879,31129,28428,29230,29102,
96991,32798,34202,32231,34261,20116,21874,32353,32741,30680,18865,31165,28464,29253,29102,
97042,32791,34202,32187,34274,20154,21867,32353,32749,30728,18900,31172,28456,29222,29102,
97093,32776,34179,32296,34247,20124,21867,32353,32719,30695,18907,31178,28457,29299,29102,
97143,32804,34217,32266,34308,20139,21867,32353,32757,30708,18921,31144,28456,29245,29102,
97194,32826,34202,32230,34247,20124,21839,32353,32733,30702,18921,31122,28457,29269,29102,
97245,32761,34194,32201,34281,20124,21853,32339,32779,30708,18914,31122,28442,29306,29095,
97296,32798,34179,32202,34247,20146,21881,32346,32726,30701,18858,31143,28449,29284,29102,
97347,32869,34186,32252,34295,20116,21853,32353,32748,30813,18865,31122,28442,29238,29116,
97398,32821,34148,32216,34288,20124,21846,32346,32763,30743,18858,31115,28470,29192,29095,
97449,32761,34155,32280,34268,20139,21881,32353,32733,30799,18851,31164,28456,29261,29088,
97500,32755,34140,32201,34267,20116,21839,32346,32633,30953,18794,31157,28493,29298,29116,
97551,32826,34217,32209,34295,20139,21839,32353,32672,31051,18801,31122,28514,29230,29095,
97602,32791,34210,32258,34247,20124,21839,32346,32641,31290,18773,31165,28463,29223,29116,
97653,32783,34163,32216,34281,20116,21881,32346,32656,31562,18759,31158,28499,29268,29109,
97703,32847,34202,32253,34261,20139,21831,32353,32702,31983,18752,31158,28464,29276,29102,
97755,32775,34202,32223,34268,20131,21903,32353,32657,33091,18639,31130,28478,29337,29123,
97805,32739,34171,32195,34275,20139,21846,32346,32656,33799,18624,31164,28507,29299,29095,
97856,32791,34163,32230,34281,20101,21839,32346,32610,34773,18674,31143,28499,29314,29102,
97906,32790,34148,32274,34274,20139,21853,32353,32642,35649,18695,31108,28457,29238,29109,
97957,32819,34194,32245,34241,20109,21831,32367,32626,37688,18773,31115,28485,29299,29116,
98008,32761,34140,32223,34254,20131,21902,32367,32626,38767,18858,31108,28457,29245,29123,
98059,32775,34210,32281,34315,20124,21895,32346,32633,39546,18907,31122,28449,29253,29095,
98110,32790,34210,32274,34281,20124,21825,32346,32634,40491,18964,31108,28442,29246,29109,
98161,32761,34186,32223,34275,20109,21881,32353,32595,42194,19189,31108,28449,29314,29116,
98212,32805,34155,32201,34315,20124,21839,32367,32581,43141,19303,31101,28464,29238,29116,
98262,32783,34194,32202,34322,20109,21860,32353,32565,44255,19394,31052,28493,29284,29109,
98313,32747,34163,32215,34302,20124,21860,32353,32557,45194,19479,31045,28471,29292,29123,
