time_ms,L7,L6,L5,L4,L3,L2,L1,R7,R6,R5,R4,R3,R2,R1,
70712,32742,34215,32214,34240,20101,21852,32316,32730,30774,18673,31127,28417,29234,29008,
70763,32752,34162,32200,34301,20123,21831,32331,32708,30699,18596,31149,28441,29236,29066,
70813,32744,34123,32185,34226,20124,21824,32331,32731,30727,18589,31142,28404,29258,29052,
70864,32808,34170,32192,34260,20123,21831,32324,32770,30706,18610,31120,28448,29205,29066,
70915,32729,34146,32221,34294,20094,21838,32331,32717,30742,18624,31192,28448,29258,29073,
70966,32772,34185,32164,34294,20101,21866,32331,32738,30727,18638,31156,28433,29220,29051,
71017,32759,34200,32185,34280,20123,21866,32344,32731,30698,18659,31120,28461,29258,29058,
71068,32788,34231,32179,34274,20138,21859,32331,32723,30734,18624,31142,28426,29228,29059,
71119,32787,34146,32207,34246,20123,21852,32324,32739,30728,18653,31149,28455,29227,29051,
71169,32758,34169,32171,34273,20116,21866,32324,32724,30692,18596,31128,28419,29213,29059,
71220,32758,34200,32192,34274,20109,21859,32331,32731,30691,18660,31121,28440,29227,29058,
71271,32752,34208,32207,34301,20131,21838,32324,32716,30691,18638,31149,28411,29204,29051,
71322,32751,34154,32214,34287,20108,21852,32338,32700,30713,18596,31148,28440,29251,29066,
71373,32779,34192,32193,34273,20108,21874,32338,32716,30720,18681,31135,28447,29274,29072,
71423,32750,34146,32214,34233,20116,21824,32324,32746,30776,18603,31113,28419,29236,29044,
71474,32780,34184,32206,34280,20101,21838,32317,32739,30719,18638,31156,28455,29182,29058,
71525,32750,34162,32199,34273,20109,21859,32324,32731,30692,18631,31134,28412,29228,29038,
71577,32758,34162,32186,34287,20116,21852,32331,32747,30691,18603,31114,28440,29212,29051,
71628,32780,34131,32271,34280,20123,21845,32324,32730,30678,18645,31148,28440,29205,29065,
71679,32751,34139,32178,34267,20116,21810,32317,32747,30734,18596,31120,28440,29212,29058,
71730,32729,34185,32178,34233,20123,21866,32331,32769,30699,18688,31120,28448,29251,29058,
71781,32845,34154,32178,34280,20109,21838,32338,32739,30726,18653,31155,28412,29205,29044,
71831,32766,34146,32185,34253,20116,21873,32337,32716,30692,18582,31099,28441,29213,29059,
71882,32729,34131,32171,34246,20123,21866,32317,32746,30762,18645,31113,28419,29251,29044,
71933,32751,34177,32178,34300,20123,21838,32324,32723,30685,18610,31099,28448,29251,29045,
71987,32773,34201,32164,34240,20109,21866,32338,32731,30804,18610,31113,28462,29205,29045,
72041,32772,34123,32200,34239,20101,21824,32331,32709,30734,18639,31177,28462,29236,29059,
72092,32780,34154,32249,34267,20109,21845,32351,32770,30699,18589,31128,28419,29197,29038,
72143,32737,34216,32185,34253,20131,21866,32324,32761,30755,18645,31149,28447,29311,29052,
72194,32757,34169,32229,34267,20108,21831,32338,32715,30721,18688,31141,28448,29205,29058,
72245,32759,34177,32250,34260,20131,21852,32324,32700,30698,18610,31127,28483,29243,29051,
72295,32729,34162,32229,34260,20101,21831,32331,32730,30691,18652,31134,28419,29183,29065,
72346,32787,34192,32193,34239,20116,21852,32344,32708,30705,18603,31113,28498,29190,29045,
72397,32744,34154,32185,34246,20109,21838,32317,32785,30705,18639,31149,28412,29258,29059,
72448,32773,34146,32164,34240,20131,21852,32331,32793,30726,18617,31127,28433,29197,29051,
72498,32795,34146,32193,34246,20109,21866,32324,32747,30720,18596,31120,28462,29212,29065,
72549,32752,34215,32170,34253,20124,21817,32338,32716,30733,18653,31106,28483,29212,29059,
72600,32773,34169,32207,34307,20123,21895,32324,32738,30706,18646,31127,28433,29205,29044,
72651,32729,34131,32193,34233,20116,21873,32323,32723,30698,18603,31155,28419,29221,29059,
72702,32729,34192,32207,34294,20109,21852,32324,32754,30727,18631,31127,28412,29204,29037,
72752,32722,34162,32222,34273,20094,21852,32337,32754,30692,18674,31127,28433,29273,29037,
72803,32759,34162,32200,34246,20101,21859,32338,32708,30719,18638,31128,28455,29174,29051,
72853,32737,34177,32215,34267,20086,21873,32331,32761,30741,18596,31128,28447,29190,29052,
72904,32766,34177,32222,34294,20131,21852,32344,32700,30783,18617,31128,28448,29189,29052,
72954,32809,34162,32192,34300,20123,21881,32330,32739,30699,18603,31127,28455,29220,29059,
73005,32745,34169,32229,34301,20116,21859,32338,32770,30698,18617,31134,28434,29190,29051,
73056,32759,34170,32200,34219,20108,21845,32324,32685,30712,18878,31106,28447,29190,29038,
73107,32752,34192,32207,34246,20123,21852,32324,32693,30663,19048,31092,28411,29182,29066,
73157,32860,34154,32236,34274,20109,21852,32324,32678,30663,19196,31078,28441,29181,29052,
73208,32758,34177,32264,34267,20101,21845,32331,32716,30642,19422,31092,28440,29243,29059,
73259,32758,34161,32185,34267,20086,21838,32324,32685,30643,19655,31042,28440,29212,29044,
73310,32803,34139,32229,34239,20116,21852,32344,32677,30642,20100,31014,28426,29205,29058,
73361,32751,34130,32228,34273,20101,21866,32324,32670,30544,20411,30972,28426,29212,29045,
73411,32700,34193,32257,34253,20094,21824,32331,32724,30629,20771,30994,28469,29197,29058,
73462,32759,34138,32178,34239,20101,21852,32331,32693,30537,21321,30923,28462,29204,29072,
73513,32809,34154,32236,34233,20109,21845,32331,32716,30558,23398,30867,28412,29197,29066,
73564,32779,34138,32236,34287,20101,21873,32317,32762,30565,24676,30872,28462,29205,29065,
73614,32758,34154,32208,34232,20116,21831,32324,32693,30558,25884,30902,28433,29236,29058,
73665,32780,34153,32264,34239,20109,21810,32338,32731,30558,26978,30937,28455,29212,29066,
73716,32823,34131,32185,34254,20123,21845,32331,32776,30621,29111,30978,28426,29243,29052,
73767,32801,34131,32221,34287,20116,21838,32324,32754,30530,30193,31021,28462,29220,29066,
73818,32801,34153,32265,34260,20101,21852,32330,32708,30545,31393,31120,28433,29204,29072,
73869,32831,34200,32221,34260,20101,21866,32345,32693,30516,32339,31120,28412,29251,29059,
73920,32824,34185,32200,34246,20109,21810,32331,32761,30565,33519,31162,28383,29312,29052,
73971,32816,34185,32244,34287,20116,21866,32324,32731,30517,34777,31247,28383,29190,29065,
74022,32766,34162,32192,34226,20101,21873,32303,32739,30600,34847,31212,28404,29266,29073,
74073,32780,34161,32200,34274,20123,21838,32338,32701,30523,34897,31247,28419,29228,29052,
74123,32751,34200,32265,34281,20109,21873,32310,32754,30586,34897,31254,28433,29212,29065,
74174,32802,34131,32215,34239,20108,21824,32324,32778,30586,34961,31254,28419,29220,29079,
74225,32780,34192,32214,34260,20109,21859,32317,32731,30544,35060,31254,28433,29320,29093,
74276,32772,34146,32192,34239,20123,21831,32330,32701,30517,35087,31283,28404,29259,29079,
74327,32729,34161,32235,34320,20109,21831,32331,32700,30530,35159,31275,28383,29228,29066,
74378,32831,34123,32178,34253,20109,21824,32324,32732,30628,35088,31290,28440,29220,29065,
74429,32788,34193,32185,34247,20116,21852,32345,32700,30517,35046,31289,28412,29213,29059,
74480,32744,34185,32193,34287,20109,21809,32317,32716,30537,35038,31268,28405,29243,29072,
74531,32744,34169,32265,34260,20131,21873,32344,32700,30531,35045,31247,28419,29205,29058,
74582,32839,34161,32222,34280,20109,21852,32323,32754,30565,35031,31268,28426,29197,29066,
74632,32787,34184,32214,34233,20116,21838,32324,32700,30551,35046,31325,28426,29228,29065,
74683,32781,34154,32229,34294,20094,21852,32344,32723,30524,34982,31261,28419,29212,29080,
74734,32809,34200,32221,34253,20101,21845,32324,32731,30523,34975,31282,28397,29274,29066,
74785,32772,34185,32207,34280,20101,21838,32317,32708,30531,35025,31325,28448,29212,29080,
74836,32773,34154,32201,34293,20123,21831,32331,32754,30544,34940,31290,28418,29243,29058,
74887,32743,34123,32178,34246,20101,21859,32331,32746,30516,34925,31282,28412,29228,29065,
74938,32772,34154,32207,34233,20116,21852,32310,32723,30559,34947,31261,28397,29213,29072,
74989,32744,34161,32200,34246,20116,21824,32331,32685,30552,34925,31269,28412,29220,29079,
75039,32759,34177,32229,34273,20101,21881,32331,32730,30531,34925,31247,28376,29175,29059,
75090,32823,34146,32251,34212,20101,21859,32352,32716,30516,34883,31268,28376,29235,29065,
75162,32716,34208,32186,34267,20101,21824,32331,32692,30635,34911,31290,28397,29243,29058,
75225,32722,34146,32200,34267,20123,21859,32324,32732,30524,34862,31268,28448,29205,29065,
75275,32816,34138,32171,34239,20101,21838,32317,32723,30537,34848,31290,28397,29189,29073,
75326,32738,34154,32244,34246,20116,21881,32331,32708,30517,34882,31282,28404,29212,29065,
75377,32758,34123,32186,34260,20101,21838,32345,32768,30544,34861,31254,28411,29220,29066,
75428,32750,34138,32243,34267,20101,21873,32337,32731,30558,34820,31283,28397,29250,29073,
75478,32759,34169,32200,34341,20094,21824,32344,32731,30524,34912,31311,28390,29221,29072,
75529,32838,34131,32257,34274,20101,21852,32331,32716,30531,34833,31268,28426,29197,29080,
75580,32758,34177,32207,34246,20116,21838,32317,32707,30593,34806,31261,28397,29212,29079,
75631,32795,34130,32186,34287,20109,21859,32317,32701,30517,34804,31289,28440,29281,29065,
75682,32808,34146,32221,34246,20116,21845,32331,32754,30538,34826,31254,28405,29227,29065,
75732,32752,34185,32207,34226,20094,21873,32310,32708,30523,34819,31275,28447,29205,29073,
75783,32852,34169,32235,34247,20116,21866,32317,32709,30572,34806,31296,28411,29220,29066,
75834,32781,34185,32229,34260,20116,21831,32324,32769,30565,34840,31325,28405,29258,29072,
75885,32766,34146,32199,34246,20116,21873,32331,32708,30565,34783,31268,28412,29205,29073,
75935,32817,34130,32199,34226,20108,21852,32331,32693,30524,34783,31254,28397,29243,29051,
75986,32780,34177,32185,34314,20109,21852,32317,32715,30523,34784,31289,28469,29213,29059,
76037,32773,34146,32200,34301,20101,21895,32345,32777,30600,34797,31268,28433,29204,29065,
76087,32787,34208,32185,34240,20109,21845,32331,32716,30510,34798,31269,28383,29205,29073,
76138,32844,34153,32207,34287,20101,21859,32331,32716,30523,34792,31283,28390,29212,29066,
76189,32759,34138,32214,34253,20094,21852,32310,32715,30523,34763,31268,28412,29181,29072,
76240,32803,34130,32207,34307,20101,21831,32338,32716,30593,34777,31276,28383,29190,29086,
76291,32824,34162,32186,34212,20138,21859,32324,32700,30523,34756,31283,28411,29258,29079,
76342,32795,34176,32271,34239,20116,21824,32324,32754,30509,34819,31255,28426,29243,29065,
76393,32780,34162,32186,34253,20123,21838,32324,32747,30551,34748,31269,28469,29190,29073,
76443,32737,34131,32228,34253,20116,21866,32324,32754,30530,34756,31318,28397,29189,29065,
76494,32751,34193,32185,34233,20101,21824,32331,32739,30510,34748,31283,28405,29197,29072,
76545,32852,34154,32193,34233,20116,21845,32324,32708,30558,34749,31304,28398,29251,29080,
76596,32779,34161,32221,34226,20116,21852,32317,32746,30503,34734,31255,28398,29281,29058,
76646,32780,34146,32221,34273,20138,21888,32303,32731,30552,34734,31262,28390,29197,29080,
76698,32860,34223,32199,34274,20116,21852,32330,32693,30530,34720,31248,28368,29243,29065,
76749,32773,34131,32251,34247,20109,21873,32331,32708,30545,34727,31262,28419,29212,29065,
76799,32802,34138,32192,34233,20109,21881,32324,32692,30622,34777,31275,28462,29243,29059,
76850,32802,34200,32179,34233,20116,21838,32331,32693,30538,34812,31255,28455,29235,29066,
76901,32758,34193,32185,34267,20109,21838,32331,32731,30537,34741,31318,28426,29251,29058,
76951,32758,34185,32272,34307,20131,21845,32317,32723,30573,34720,31283,28397,29227,29080,
77002,32794,34146,32242,34226,20108,21852,32331,32731,30537,34721,31261,28369,29258,29059,
77053,32830,34176,32185,34274,20138,21817,32331,32700,30510,34720,31276,28390,29213,29052,
77104,32737,34153,32186,34287,20116,21859,32324,32724,30516,34734,31255,28390,29205,29073,
77155,32751,34185,32186,34274,20109,21852,32331,32762,30552,34734,31332,28405,29266,29073,
77206,32787,34201,32207,34233,20094,21838,32324,32739,30530,34720,31268,28397,29227,29066,
77257,32752,34154,32207,34253,20101,21831,32324,32761,30517,34769,31268,28412,29305,29065,
77308,32817,34161,32171,34232,20086,21831,32330,32746,30538,34691,31261,28433,29235,29086,
77359,32809,34131,32229,34294,20116,21831,32338,32692,30524,34770,31297,28376,29212,29080,
77410,32737,34169,32250,34246,20109,21852,32324,32724,30530,34720,31248,28440,29250,29073,
77461,32736,34178,32186,34273,20109,21824,32324,32715,30573,34706,31255,28412,29250,29072,
77511,32722,34139,32178,34293,20116,21824,32324,32701,30607,34706,31304,28440,29213,29058,
